# started_at=2025-12-14T19:04:55+03:00
# /proc/softirqs snapshots

### ts=2025-12-14T19:04:55+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      63359      51983      62873      50804      62569      51427      67382      52179      62578      50570      63084      51304          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         49         72        149       6095         44        175        226       3003          0          0          0          0
       SCHED:     153598     162837     149378     154761     149356     152627     148312     148879     146946     145516     147445     147108          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     182486     155409     182191     154484     184972     157986     183622     154795     181203     158274     175762     155056          0          0          0          0

### ts=2025-12-14T19:14:46+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          6        163          4          3         25         57          0          0          0          0
       TIMER:      34323      32490      33114      27085      32976      26757      34215      26953      33089      26705      33865      27473          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      64721      53258      64360      51972      63938      52359      68823      53523      63941      51273      64331      52621          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         49         72        149       6095         44        175        226       3017          0          0          0          0
       SCHED:     154780     164044     150546     155959     150529     153672     149522     150101     148130     146454     148588     148361          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     184221     156500     183708     156249     186563     159885     184933     156108     182733     159595     177366     156243          0          0          0          0

### ts=2025-12-14T19:14:51+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          6        163          4          3         25         57          0          0          0          0
       TIMER:      34685      32816      33401      27325      33231      26986      34486      27231      33353      26912      34206      27745          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      65356      53854      65058      52551      64472      53047      69579      54119      64511      51779      65083      53328          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         49         72        149       6095         44        175        226       3038          0          0          0          0
       SCHED:     155964     165342     151701     157152     151603     154880     150542     150880     149239     147635     149773     149602          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     185682     157657     184986     157382     188220     161195     186102     157397     184429     161238     179363     157785          0          0          0          0

### ts=2025-12-14T19:14:56+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          6        163          4          3         25         57          0          0          0          0
       TIMER:      34920      32986      33452      27369      33279      27027      34537      27272      33439      26948      34343      27770          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      65356      53855      65058      52551      64472      53047      69604      54119      64511      51779      65083      53329          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         49         72        149       6095         44        175        226       3052          0          0          0          0
       SCHED:     157187     166693     152786     158154     152657     156053     151261     151483     150342     148812     150921     150729          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     187402     158756     186490     158441     189469     162438     186963     158398     185950     162614     180800     159276          0          0          0          0

### ts=2025-12-14T19:15:01+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          7        166          4          3         25         58          0          0          0          0
       TIMER:      34986      33221      33562      27524      33317      27087      34582      27380      33462      26972      34398      27808          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      65356      53855      65058      52551      64472      53047      69630      54122      64511      51781      65083      53329          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         50         75        149       6121         44        175        226       3083          0          0          0          0
       SCHED:     158378     167840     153882     158676     153436     157192     152401     152666     151513     149955     152019     151878          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     189335     160011     187511     159168     190693     163327     188619     159667     187761     163980     183008     160797          0          0          0          0

### ts=2025-12-14T19:15:06+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          7        167          4          3         25         58          0          0          0          0
       TIMER:      35469      33707      33978      27947      33742      27493      35242      27786      33861      27392      34828      28266          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      67204      55661      66706      54045      66070      54542      71478      55609      66094      53392      66713      55025          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         50         75        149       6126         44        175        226       3097          0          0          0          0
       SCHED:     159516     169027     155063     159717     154436     158253     153601     153856     152666     151142     153161     153054          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     191741     161958     189561     160467     192239     165268     190742     161632     190443     166085     185704     162341          0          0          0          0

### ts=2025-12-14T19:15:11+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          7        167          4          3         25         58          0          0          0          0
       TIMER:      36127      34336      34624      28610      34323      28067      36114      28445      34447      27899      35449      28828          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      69792      58167      69229      56692      68453      56758      74235      58118      68501      55378      69292      57174          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         50         75        149       6126         44        175        226       3118          0          0          0          0
       SCHED:     160672     170210     156188     160913     155522     159384     154811     155037     153819     152221     154322     154165          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     193414     163517     191457     161753     194155     167578     192266     163128     192414     167920     187131     164050          0          0          0          0

### ts=2025-12-14T19:15:16+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          7        167          4          3         25         58          0          0          0          0
       TIMER:      36735      34950      35265      29187      34927      28688      36995      29079      35055      28527      36081      29420          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      72262      60566      71891      58927      70974      59302      76990      60628      71053      57924      71897      59463          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         50         75        149       6126         44        175        226       3132          0          0          0          0
       SCHED:     161788     171315     157366     162025     156679     160553     156021     156208     154934     153380     155463     155290          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     195160     164747     193085     163321     196131     169009     193847     164314     193917     169643     188790     165710          0          0          0          0

### ts=2025-12-14T19:15:21+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          7        167          4          3         25         58          0          0          0          0
       TIMER:      37480      35592      35873      29788      35549      29282      37717      29692      35679      29152      36691      30048          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      74776      62920      74303      61447      73511      61640      79508      62961      73737      60562      74475      62050          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         50         75        149       6126         44        175        226       3153          0          0          0          0
       SCHED:     162914     172437     158445     163177     157780     161704     157142     157332     156095     154570     156602     156459          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     196776     166229     194870     164851     197613     171030     195313     165668     195533     171095     190483     167085          0          0          0          0

### ts=2025-12-14T19:15:27+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          7        167          4          3         25         58          0          0          0          0
       TIMER:      38189      36116      36434      30297      36069      29753      38210      30221      36225      29618      37170      30492          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      76725      64783      76487      63396      75500      63465      81430      64527      75790      62283      76176      63735          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         59         36         30         20         50         75        149       6126         44        175        226       3167          0          0          0          0
       SCHED:     164179     173810     159677     164376     159015     162942     158379     158372     157335     155700     157808     157659          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     198640     167481     196365     166333     199275     172454     196824     167036     197339     172585     191768     168375          0          0          0          0

### ts=2025-12-14T19:15:32+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          6          6          5          3          5          7          7        168          4          3         25         58          0          0          0          0
       TIMER:      38652      36598      36934      30775      36536      30160      38684      30679      36759      30070      37582      30971          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      79440      67763      79416      66356      77896      65810      83891      67239      78880      65331      78817      66169          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         63         36         30         20         50         75        149       6130         44        175        228       3188          0          0          0          0
       SCHED:     165278     175059     160758     165483     160041     163937     159415     159516     158443     156807     158825     158776          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     200490     169289     199817     168598     200972     173575     199389     168909     199076     174758     193326     170116          0          0          0          0

### ts=2025-12-14T19:15:40+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          7          6          5          3          5          7          7        169          4          3         25         60          0          0          0          0
       TIMER:      38968      36899      37157      30968      36804      30341      38949      30896      36978      30215      37871      31126          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      80080      68456      80147      67482      78637      66435      84644      68196      79760      67282      79569      66861          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         71         36         30         20         50         75        149       6135         44        175        228       3238          0          0          0          0
       SCHED:     167105     176890     162299     166877     161297     165007     161002     160890     159920     158131     160343     160128          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     203011     170916     201430     170126     202590     174661     201769     171054     200662     176255     195116     171908          0          0          0          0

### ts=2025-12-14T19:15:45+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        171          4          3         25         61          0          0          0          0
       TIMER:      39010      36999      37226      31152      36831      30374      39046      30990      37095      30322      37960      31160          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      80081      68456      80147      67482      78637      66437      84665      68196      79760      67282      79571      66861          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        166       6144         44        175        228       3262          0          0          0          0
       SCHED:     168275     177938     163377     168119     162001     166193     162149     162097     161146     159304     161223     161181          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     204313     172074     203029     171425     203573     175856     203124     172642     201902     177682     196412     172902          0          0          0          0

### ts=2025-12-14T19:15:50+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        171          4          3         25         61          0          0          0          0
       TIMER:      39365      37365      37589      31478      37153      30675      39398      31312      37491      30644      38281      31467          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      80917      69221      80997      68139      79414      67089      85543      68962      80670      67984      80428      67623          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        167       6144         44        175        228       3283          0          0          0          0
       SCHED:     169417     179093     164586     169279     163125     167349     163340     163300     162325     160490     162376     162336          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     205968     173296     204565     172522     205855     177346     205114     174092     203397     179451     198383     174503          0          0          0          0

### ts=2025-12-14T19:15:55+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        171          4          3         25         61          0          0          0          0
       TIMER:      39788      37825      38035      31898      37541      30989      39784      31711      37880      30980      38743      31805          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      81892      70077      82123      69098      80410      67954      86557      69814      81684      68849      81586      68439          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        167       6144         44        175        228       3297          0          0          0          0
       SCHED:     170580     180324     165790     170475     164255     168482     164488     164433     163413     161633     163568     163461          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     207616     174949     206081     173934     207882     178904     206975     175947     205976     180941     199992     176290          0          0          0          0

### ts=2025-12-14T19:16:00+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        171          4          3         25         61          0          0          0          0
       TIMER:      40217      38175      38478      32220      37955      31363      40197      32121      38316      31391      39165      32172          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      82905      70876      83169      69828      81495      68853      87549      70810      82731      69837      82623      69289          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        167       6144         44        175        228       3318          0          0          0          0
       SCHED:     171739     181453     166939     171597     165409     169677     165604     165648     164604     162872     164779     164645          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     210125     176642     207650     175523     209543     180407     209982     178263     208914     182423     201173     177657          0          0          0          0

### ts=2025-12-14T19:16:05+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        171          4          3         25         61          0          0          0          0
       TIMER:      40617      38572      38870      32519      38410      31726      40623      32514      38707      31770      39566      32595          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      83896      71745      84143      70538      82573      69816      88704      71765      83790      70784      83627      70209          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        167       6144         44        175        228       3332          0          0          0          0
       SCHED:     172879     182563     168023     172736     166601     170912     166802     166849     165737     164026     165951     165841          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     212268     177862     209720     177312     212483     181432     211470     179802     210528     183634     204462     178947          0          0          0          0

### ts=2025-12-14T19:16:10+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        173          4          5         25         62          0          0          0          0
       TIMER:      41048      38994      39223      32896      38847      32082      41009      32911      39179      32101      40000      32952          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      84974      72650      85015      71450      83582      70642      89687      72755      84986      71594      84803      71178          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        170       6153         47        195        228       3363          0          0          0          0
       SCHED:     174043     183675     169106     173929     167734     172098     167896     168025     166936     165216     167133     167034          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     214744     179013     211538     178812     214769     183780     213695     181373     212456     184940     207209     180489          0          0          0          0

### ts=2025-12-14T19:16:15+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        173          4          5         25         62          0          0          0          0
       TIMER:      41457      39404      39625      33218      39256      32420      41404      33294      39653      32490      40414      33312          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      85935      73536      85984      72111      84609      71484      90740      73725      86004      72500      85855      72047          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        170       6153         47        195        228       3377          0          0          0          0
       SCHED:     175237     184919     170221     175111     168914     173277     169064     169200     168120     166452     168338     168255          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     218181     180622     213086     180284     216317     185127     215985     182883     213987     186223     208857     181802          0          0          0          0

### ts=2025-12-14T19:16:20+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        173          4          5         25         62          0          0          0          0
       TIMER:      41851      39788      40048      33633      39732      32782      41836      33679      40032      32811      40823      33607          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      86868      74355      87008      73054      85678      72369      91807      74624      87064      73317      86930      72914          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        170       6153         47        195        228       3398          0          0          0          0
       SCHED:     176437     186194     171419     176372     170126     174531     170251     170390     169294     167629     169551     169464          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     219668     183526     214736     181414     219172     186294     217332     183910     215337     187246     210192     183165          0          0          0          0

### ts=2025-12-14T19:16:25+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        173          4          5         25         62          0          0          0          0
       TIMER:      42157      40072      40384      33875      40029      33021      42200      34008      40289      33041      41118      33814          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      87760      75124      87931      73924      86609      73192      92643      75392      87809      74053      87822      73700          0          0          0          0
       BLOCK:          0          0          0         30          0          0          0          0          0          0          0          0          0          0          0          0
    IRQ_POLL:          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
     TASKLET:         80         36         30         20         50         75        170       6153         47        195        228       3412          0          0          0          0
       SCHED:     177609     187406     172563     177502     171290     175700     171347     171513     170376     168715     170700     170562          0          0          0          0
     HRTIMER:          0          0          0          0          0          0          0          0          0          5          0          0          0          0          0          0
         RCU:     221499     185166     216939     183195     220735     187617     218552     185379     216590     188424     212052     185521          0          0          0          0

### ts=2025-12-14T19:16:30+03:00
                    CPU0       CPU1       CPU2       CPU3       CPU4       CPU5       CPU6       CPU7       CPU8       CPU9       CPU10      CPU11      CPU12      CPU13      CPU14      CPU15      
          HI:          8          6          5          3          5          7          8        173          4          5         25         62          0          0          0          0
       TIMER:      42614      40474      40758      34144      40382      33367      42578      34348      40589      33368      41451      34130          0          0          0          0
      NET_TX:          0          1          0          1          3          2          1          1          0          0          0          0          0          0          0          0
      NET_RX:      88748      76020      88816      74456      87490      74008      93473      76250      88654      74937      88780      74576          0          0          0          0
