# started_at=2025-12-14T01:53:18+03:00
# cmd: vmstat 1
# app_pid=1101786

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 10749536 1087176 8279352    0    0     0   568 25103 39731 17  8 74  1  0
 2  0      0 10749536 1087176 8279352    0    0     0    24 18602 24493 14  4 82  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   592 24190 42483 19  9 71  1  0
 4  0      0 10749536 1087176 8279352    0    0     0     8 23128 29516 39  7 54  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   172 20909 29534 15  6 78  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   520 24043 47664 27  7 66  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   216 21714 33586 17  6 76  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   392 22329 37011 15  7 78  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1804 21661 34267 15  6 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   112 18315 24766 14  5 82  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0      0 10749536 1087176 8279352    0    0     0   388 21902 32731 22  6 71  1  0
 3  0      0 10749536 1087176 8279352    0    0     0    52 22818 27449 31  8 61  0  0
19  0      0 10749536 1087176 8279352    0    0     0   416 22705 34536 19  8 73  1  0
 2  0      0 10749536 1087176 8279352    0    0     0   100 23471 26527 41  7 52  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    12 18749 26062 15  5 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  4120 21955 45844 21  6 73  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   220 21631 36868 14  8 77  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   228 20402 31797 15  6 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  7004 26166 39113 17  9 73  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  1684 23224 28943 39  7 54  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   144 21843 31140 19  5 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   400 23203 36580 15  8 76  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   248 23531 39338 16  8 76  0  0
 3  1      0 10749536 1087176 8279352    0    0     0   248 19706 28158 15  5 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   296 22736 36362 17  7 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   152 23957 38398 49  7 44  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  2600 22365 38095 16  7 77  1  0
 8  0      0 10749536 1087176 8279352    0    0     0   552 23964 42795 19  8 72  1  0
 5  0      0 10749536 1087176 8279352    0    0     0     0 19827 28142 15  4 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2520 43452 44500 16 18 65  1  0
 3  0      0 10749536 1087176 8279352    0    0     0    92 21739 32610 14  5 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  2      0 10749536 1087176 8279352    0    0     0   784 22985 36881 15  9 76  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   228 23858 42187 21  7 72  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   116 26196 29762 40  6 54  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  7180 26396 38794 17  9 73  2  0
 3  0      0 10749536 1087176 8279352    0    0     0   300 23939 49785 22  5 73  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   308 21617 32536 14  6 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    96 21507 31770 16  6 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    56 19298 26492 14  5 81  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  2048 24930 30510 39  9 52  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   200 19473 25330 14  3 83  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   228 22713 36649 14  8 78  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  4624 21715 34402 15  6 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   128 21678 31796 17  5 78  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   592 22718 35142 16  7 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  1160 26784 46645 46  8 46  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   404 20241 28776 14  6 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   224 23500 34929 16  6 77  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    56 20009 30183 18  5 77  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  6900 21310 31797 13  7 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  1368 19119 25874 11  5 85  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    72 19222 26037 12  5 84  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  1      0 10749536 1087176 8279352    0    0     0   644 24302 42241 16 10 74  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   296 25269 30885 42  7 51  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   208 18674 23849 15  5 81  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   152 25124 42336 48  8 44  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   880 22861 36595 17  8 75  1  0
 5  2      0 10749536 1087176 8279352    0    0     0 15264 28086 43352 17 10 72  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   584 20124 27318 15  4 80  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   408 21913 34749 17  9 74  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   152 18534 24945 15  3 81  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   104 23295 27307 38  7 55  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   468 25967 47281 17 10 73  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   244 21216 31552 16  7 78  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   188 21079 30875 18  5 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   748 24517 42272 16  8 76  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    56 19612 27024 13  5 81  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   720 27068 41592 50 11 39  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1968 21063 32385 16  5 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    68 20036 27576 14  6 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   364 21160 31788 15  6 79  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    48 19110 25634 13  6 81  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   356 23216 36416 15  6 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0  6876 25856 26704 39  5 55  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   960 19052 25786 14  5 81  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   500 21620 34072 14  6 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    88 24347 51232 23  8 69  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   416 25785 36433 38  8 53  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   168 22365 35657 16  7 77  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   144 18828 25537 14  5 81  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  1628 22710 36820 17  6 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     0     0 20893 31853 14  5 81  0  0
 5  1      0 10749536 1087176 8279352    0    0     0   956 27706 51890 20 11 68  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  9692 23729 28003 46  6 47  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  7080 20284 28673 14  6 81  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   708 23098 31682 36  7 57  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  4284 21941 40308 24  7 69  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   368 19801 28285 13  6 81  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  7252 23742 34886 15  7 78  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   132 28561 29620 14 11 75  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   976 24716 39343 16  7 76  1  0
 2  1      0 10749536 1087176 8279352    0    0     0  2300 20561 30517 13  6 80  0  0
12  0      0 10749536 1087176 8279352    0    0     0   232 25460 37304 40 10 50  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   128 22012 32333 19  6 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0      0 10749536 1087176 8279352    0    0     0   544 22567 36527 21  8 71  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   204 24450 50717 44  8 48  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1168 20628 29434 15  6 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   360 23712 38207 17  7 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    12 19528 26358 14  3 83  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   648 23040 35889 15  9 76  0  0
11  0      0 10749536 1087176 8279352    0    0     0    12 20336 26781 23  4 73  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  4508 23246 30816 34  8 58  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1600 26138 47232 16  9 74  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  2292 20556 29083 16  6 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  7148 24465 35378 15  8 76  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    24 22410 44092 23  6 71  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   596 21605 33069 14  7 79  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1420 22467 36598 16  6 78  0  0
 3  1      0 10749536 1087176 8279352    0    0     0   140 23541 26405 37  5 58  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   832 26620 46173 18 11 71  1  0
 5  1      0 10749536 1087176 8279352    0    0     0    60 19302 25660 13  5 82  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   388 22817 33675 15  7 78  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1908 21813 33388 18  6 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    80 19431 27153 15  4 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   424 24397 45892 47 10 43  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 10749536 1087176 8279352    0    0     0    44 19071 25405 13  4 83  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   548 21698 34274 14  7 79  0  0
 3  1      0 10749536 1087176 8279352    0    0     0  1636 23383 37609 15  7 78  0  0
 2  0      0 10749536 1087176 8279352    0    0     0 14828 27097 40585 16  6 76  2  0
 3  0      0 10749536 1087176 8279352    0    0     0   528 23845 38588 16  9 75  0  0
13  0      0 10749536 1087176 8279352    0    0     0   484 23386 35843 15  6 78  1  0
 3  0      0 10749536 1087176 8279352    0    0     0    80 20954 31772 15  6 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   372 22194 34320 16  8 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  1472 24913 29060 40  5 55  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   500 23900 46893 24  8 67  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   444 21063 26430 36  4 60  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   248 22178 33885 17  7 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   128 21826 31847 15  6 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   432 21736 30870 16  5 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  1264 20324 28621 18  5 76  0  0
11  0      0 10749536 1087176 8279352    0    0     0    96 20969 31191 22  5 73  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   480 27543 39141 40 11 49  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    80 21974 32760 16  6 78  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  6648 26526 45844 45  7 48  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  5144 24270 42777 14  9 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   144 20956 30333 14  5 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  1      0 10749536 1087176 8279352    0    0     0   784 28087 54221 21 11 68  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   304 24459 34566 42  7 51  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   292 25382 41105 18  8 74  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  2120 20090 28097 15  5 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   536 21811 33267 16  6 78  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   124 21644 27610 39  8 53  0  0
16  0      0 10749536 1087176 8279352    0    0     0    68 20399 31087 20  5 74  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   224 24730 45120 24  9 67  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  1048 20316 29760 16  5 79  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   572 23834 38627 19  8 73  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    72 20031 27678 14  5 81  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   464 24651 45722 17  8 74  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  6784 21013 28121 16  5 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  2320 36810 37605 15 13 71  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  4388 26644 31281 39  6 55  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   564 22690 36166 16  7 77  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   148 22518 47613 23  7 70  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    32 19826 27011 16  4 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   620 22366 35157 15  8 76  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   136 21331 31510 17  5 78  0  0
 3  2      0 10749536 1087176 8279352    0    0     0   420 20773 29935 14  6 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0      0 10749536 1087176 8279352    0    0     0   864 27204 47901 52 13 35  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   328 21425 35841 19  8 73  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   252 20651 29815 15  5 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  2668 24218 41724 16  7 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   144 21287 35112 18  5 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   968 28079 58122 21 11 67  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   352 22625 35069 15  5 79  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  7520 27088 45596 17 10 73  1  0
 2  0      0 10749536 1087176 8279352    0    0     0  4388 28384 51911 16  8 76  1  0
 2  1      0 10749536 1087176 8279352    0    0     0  5840 26941 46500 16  8 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1012 28099 49129 19  7 73  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   172 26905 29032 40  6 53  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   236 22189 32660 16  5 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   756 28106 50411 17  9 74  1  0
 9  0      0 10749536 1087176 8279352    0    0     0  1644 28141 64136 30 11 59  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1396 29196 58259 18  9 72  1  0
10  0      0 10749536 1087176 8279352    0    0     0   432 25247 47580 28  9 63  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   348 23132 38247 34  8 58  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   488 22896 36009 15  7 78  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    12 19585 27673 15  4 80  0  0
 3  0      0 10749536 1087176 8279352    0    0     0 10396 23592 36316 13  7 79  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 10749536 1087176 8279352    0    0     0  1312 25990 40799 16  5 77  1  0
 2  0      0 10749536 1087176 8279352    0    0     0 18212 23540 30791 12  7 80  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   200 25923 42790 19  5 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   364 23404 26763 35  7 58  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   116 20718 28972 14  5 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   644 23419 37989 18  9 73  1  0
 2  0      0 10749536 1087176 8279352    0    0     0   724 22793 37026 18  7 74  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  2232 20876 29649 17  6 77  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   440 25925 42222 19  9 71  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   240 26782 33640 44  8 48  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   264 22889 35064 18  6 75  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   356 22323 34919 16  8 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    32 18818 24813 13  4 83  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   296 22309 34798 15  7 77  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    92 22493 35190 15  7 77  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    60 19595 27399 15  4 81  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  7324 24762 36108 17  9 74  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  6748 21523 32625 14  6 80  0  0
14  0      0 10749536 1087176 8279352    0    0     0   428 28573 42129 48 10 41  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   184 23576 36603 16  8 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    60 22218 32175 40  7 53  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 10749536 1087176 8279352    0    0     0   244 24402 39628 22  8 69  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   168 20522 30994 17  5 78  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   448 24184 38119 18  8 73  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   104 21174 29629 15  6 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   388 23570 37305 18  6 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    24 20841 23414 39  6 56  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1740 21418 36716 19  5 75  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   416 23547 39742 42 11 46  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   196 22003 34333 15  6 78  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   212 22446 35659 18  7 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    20 32053 30915 15 11 75  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  9272 25432 38395 15  7 77  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    32 19399 26064 15  4 81  0  0
13  0      0 10749536 1087176 8279352    0    0     0  4792 30095 49327 45 13 42  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   144 22330 36450 18  6 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    44 21000 26048 37  5 57  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   536 25251 47269 23  8 69  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1704 18750 26041 13  4 83  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   552 24392 41503 19  9 72  0  0
 2  0      0 10749536 1087176 8279352    0    0     0     8 19591 26519 16  4 80  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   412 21635 32267 18  8 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 10749536 1087176 8279352    0    0     0   164 22795 25311 43  4 53  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1648 27232 46702 17 11 72  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   244 23386 32379 37  6 57  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   340 23216 36992 20  7 73  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   172 23990 37306 19  7 74  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  6728 24404 33818 17  6 77  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   436 22572 35527 17  7 76  0  0
12  0      0 10749536 1087176 8279352    0    0     0   116 20293 29958 23  5 72  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  4496 22705 37122 37  6 57  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   292 22582 37091 20  7 73  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    12 20965 28675 39  5 56  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   776 22791 35376 16  8 76  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1596 20311 28572 17  5 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   548 22349 36024 16  8 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    12 19451 27900 14  5 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   288 22776 36786 15  8 77  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    64 20208 30071 14  6 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1216 25245 29780 36  7 57  0  0
 2  0      0 10749536 1087176 8279352    0    0     0 13124 30250 58788 27 11 61  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    28 20588 30995 15  6 79  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   604 23126 38787 15  8 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 10749536 1087176 8279352    0    0     0    12 22939 34375 16  6 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   620 23637 35779 13  7 80  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   132 18534 24572 13  4 82  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   992 27157 48232 18 11 70  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   376 19696 27492 16  4 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    36 24625 26667 40  7 52  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   792 25786 58131 32  9 59  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   164 22031 31854 40  7 52  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2144 21786 31474 17  5 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   752 25661 42894 21  8 71  0  0
 6  0      0 10749536 1087176 8279352    0    0     0     0 22024 31385 17  5 78  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   236 24287 38179 20  6 73  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   192 21319 35729 19  7 75  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  6732 23469 33409 16  7 77  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1492 24634 28498 39  6 54  0  0
10  0      0 10749536 1087176 8279352    0    0     0   232 21209 37926 19  6 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   400 25220 47783 20  9 70  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    12 22263 35522 18  5 77  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    68 22138 32860 18  7 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1824 21316 35593 14  6 80  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   224 17201 33156 17  7 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 10749536 1087176 8279352    0    0     0   336 17855 34030 24  6 70  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    68 19963 28493 36  6 58  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    20 16575 29201 19  5 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   440 20576 39757 21  7 72  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    44 19460 47526 27  8 65  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   200 15417 27694 14  6 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   380 20065 39367 26  8 67  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  7112 27492 30542 18 11 71  0  0
14  0      0 10749536 1087176 8279352    0    0     0   684 19646 34620 44 10 46  0  0
 2  0      0 10749536 1087176 8279352    0    0     0 10404 20531 40091 25  9 66  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   836 20327 41308 17  8 74  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   132 16824 32570 17  6 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   124 15175 26694 18  6 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   504 18312 35488 22  8 70  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    36 19860 36893 23  8 70  0  0
16  0      0 10749536 1087176 8279352    0    0     0   220 20382 51246 35  9 56  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   292 21973 33956 41  8 50  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   236 18628 35139 20  7 73  0  0
 2  0      0 10749536 1087176 8279352    0    0     0    56 18423 33604 18  5 76  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  2704 21168 43205 21  9 70  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   172 20820 40032 21  6 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0   136 17819 31519 18  6 76  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  7560 24045 43886 20 10 69  1  0
 5  0      0 10749536 1087176 8279352    0    0     0     0 21625 33113 43  6 51  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   292 21576 52737 28  9 63  0  0
11  0      0 10749536 1087176 8279352    0    0     0   268 20163 41002 49  9 42  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    48 18145 33531 26  7 67  0  0
 8  1      0 10749536 1087176 8279352    0    0     0   444 19594 36891 19  8 72  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   280 19862 41373 18  6 75  0  0
 2  0      0 10749536 1087176 8279352    0    0     0  2252 17760 31205 25  6 68  0  0
 2  0      0 10749536 1087176 8279352    0    0     0   368 18635 35589 17  6 77  0  0
 8  0      0 10749536 1087176 8279352    0    0     0    60 15435 26492 20  6 74  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    24 15874 27945 18  5 77  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   756 24121 46878 57 11 32  0  0
11  0      0 10749536 1087176 8279352    0    0     0   172 17838 31220 21  6 74  0  0
15  0      0 10749536 1087176 8279352    0    0     0    84 17549 28954 42  6 53  0  0
