# started_at=2025-12-14T01:53:18+03:00
# cmd: vmstat 1
# app_pid=1101786

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   160 17685 34872 15  7 78  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   132 16426 29985 18  6 76  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   272 18698 37225 17  8 75  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   372 20200 38827 20  7 72  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   516 15640 27599 14  6 80  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2364 23669 62958 27 12 62  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   300 20265 42793 23  8 68  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   308 16696 30585 17  6 76  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   588 18769 36761 20  8 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0   408 21869 27474 38  8 54  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   336 16514 30708 15  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   392 18377 37737 20  9 71  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    56 14845 25969 18  5 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    44 15210 26759 15  6 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   460 19109 39157 15  9 76  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2528 17449 32555 16  5 79  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   384 19365 36849 20  7 73  0  0
11  0      0 10749536 1087176 8279352    0    0     0   636 22980 35628 42  9 49  0  0
 3  0      0 10749536 1087176 8279352    0    0     0 18280 22200 38167 18  7 75  1  0
 8  0      0 10749536 1087176 8279352    0    0     8   224 21832 47813 23  9 69  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   320 18997 36277 14  7 79  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    72 17869 33632 16  7 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0     0 14716 25428 17  5 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   688 19325 37487 17  7 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   156 14956 26590 20  5 75  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   500 17780 34433 16  7 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    44 15616 28483 17  6 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    12 15458 26745 16  5 79  0  0
12  0      0 10749536 1087176 8279352    0    0     0  2184 15277 27376 40  5 55  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   444 24131 41686 22 12 66  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   252 17916 33934 20  6 74  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   164 19118 36391 16  7 78  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    68 17728 32952 20  7 73  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   552 21008 54111 25  8 67  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    44 15522 27113 14  5 80  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1164 22403 46926 53 13 33  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    84 17581 35318 16  7 77  0  0
13  0      0 10749536 1087176 8279352    0    0     0    36 14926 23972 36  6 58  0  0
 5  0      0 10749536 1087176 8279352    0    0    20   956 20591 39507 21  8 71  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  2624 16929 30842 18  5 76  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   288 18068 36376 16  8 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    96 16863 31068 21  6 73  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    96 16230 26222 42  7 51  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   388 17475 33544 16  7 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   376 18363 35191 42  8 50  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   280 15849 28605 15  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   368 18818 36534 18  8 75  0  0
13  0      0 10749536 1087176 8279352    0    0     0   220 17577 47468 29  8 63  0  0
13  0      0 10749536 1087176 8279352    0    0     0   320 18574 32592 29  7 64  0  0
 5  0      0 10749536 1087176 8279352    0    0     0 11148 21456 36479 27  9 64  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  2040 25091 44015 28  7 65  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 10749536 1087176 8279352    0    0     0   444 26613 47167 23 10 66  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    12 29459 33417 17 12 70  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   704 28876 35517 47 11 42  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  5164 22559 35084 21  6 73  0  0
18  0      0 10749536 1087176 8279352    0    0     0   432 22092 37244 36  7 56  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   224 22430 34385 27  8 65  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    36 22775 34829 20  6 74  0  0
14  0      0 10749536 1087176 8279352    0    0     0   436 19296 35565 17  7 76  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   232 18667 34769 18  6 76  0  0
14  0      0 10749536 1087176 8279352    0    0     0  2668 20174 39984 32  7 60  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    36 24612 52915 46 11 43  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   512 24032 38178 17  8 75  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   252 23116 36634 20  6 74  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   788 28196 43844 27 10 64  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1556 23168 38651 22  5 73  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   164 21463 38486 19  8 73  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   164 26522 31052 42  7 51  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   632 27283 47181 20  8 72  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  5176 26049 41608 48  9 43  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   208 24079 37881 20  6 74  0  0
 9  0      0 10749536 1087176 8279352    0    0     0  2008 24577 40932 20  8 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 10749536 1087176 8279352    0    0     0   272 24578 40455 22  7 71  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    12 22311 32710 17  6 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   592 24642 40516 18  8 73  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   436 25732 51893 29  6 64  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1240 21793 35276 19  6 74  0  0
13  0      0 10749536 1087176 8279352    0    0     0   420 22064 34957 43  6 50  0  0
 5  0      0 10749536 1087176 8279352    0    0     0 12692 25716 48029 23  9 68  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   324 18577 33480 21  7 72  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   384 21386 40543 19  8 73  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   172 18500 33057 19  6 75  0  0
12  0      0 10749536 1087176 8279352    0    0     0    24 21670 37375 23  6 71  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1284 24427 44417 26 10 63  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    56 20872 34265 20  6 74  0  0
16  0      0 10749536 1087176 8279352    0    0     0    72 20231 30267 45  6 49  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2008 22632 43645 29 11 60  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    24 19855 38552 21  7 73  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1004 18545 33945 23  8 69  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   416 22608 47544 34 10 57  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   112 16459 29186 19  5 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   332 18170 35008 22  8 70  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    32 18096 33176 18  5 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   316 18534 24962 35  6 58  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1408 18201 36855 18  8 74  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   284 21224 37707 23  7 70  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   240 21530 37927 19  8 73  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    72 17823 32911 18  6 76  0  0
 9  0      0 10749536 1087176 8279352    0    0     0  7432 19249 36858 18  8 73  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2212 19868 34753 46  9 44  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   136 19185 38592 19  7 74  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   656 20534 41713 25 10 65  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    88 16254 27326 43  5 52  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   128 18278 43705 26  8 66  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1852 18029 33552 20  9 71  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   208 18002 29433 15  5 80  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   268 19596 35706 21  7 72  0  0
13  0      0 10749536 1087176 8279352    0    0     0    64 16081 28188 17  4 79  0  0
 8  0      0 10749536 1087176 8279352    0    0     0    12 15876 26292 21  6 73  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  5168 24630 42632 19 10 71  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   112 24485 31503 44  6 50  0  0
17  0      0 10749536 1087176 8279352    0    0     0   696 22434 36190 21  7 71  0  0
19  0      0 10749536 1087176 8279352    0    0     0   104 30701 33938 47 14 39  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   536 21459 35143 29  7 64  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 10749536 1087176 8279352    0    0     0  9676 22457 38116 17  8 74  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   304 19258 29914 14  5 81  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   260 24147 42140 18 10 72  0  0
 6  0      0 10749536 1087176 8279352    0    0     0     0 24491 47185 25  6 69  0  0
14  0      0 10749536 1087176 8279352    0    0     0   540 26543 36743 40 11 49  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  6804 23204 31419 16  6 78  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2392 21431 37846 15  7 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    12 19325 30462 17  6 78  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    44 20309 27720 16  4 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   308 21548 33101 18  6 75  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   420 25164 49034 19 11 70  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1616 21341 32207 38  6 56  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1148 28116 49832 33 13 53  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   632 29353 47650 24  9 67  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   144 20051 31170 21  7 72  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  7456 24186 34709 15  9 76  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  2664 23851 41769 19  7 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   136 23987 49167 27 11 62  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   140 21624 34949 17  6 77  0  0
10  1      0 10749536 1087176 8279352    0    0     0   432 21448 27984 42  7 51  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  6508 18463 35560 14  8 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0    92 15796 25389 34  5 60  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   472 17467 33887 16  7 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    64 14788 25966 15  5 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0 11872 23211 42476 17  8 74  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   612 20277 41710 15  9 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     4    72 16345 29815 14  5 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   388 24474 34404 39 10 51  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    12 21029 32165 14  6 80  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2368 21107 34162 16  7 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    56 15471 26193 15  5 80  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   196 18991 46464 22  6 72  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   308 20006 37456 15  9 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   808 23293 34383 13  6 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   576 21197 29940 13  5 82  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1424 25022 29991 35  7 58  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   192 19428 30328 13  5 82  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   844 20857 29591 38  8 54  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    48 18266 30381 17  6 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   248 20973 34134 13  6 80  0  0
 6  0      0 10749536 1087176 8279352    0    0     0 12244 20226 32855 14  6 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   676 28897 56079 30 12 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 10749536 1087176 8279352    0    0     0   324 18282 28797 17  6 77  0  0
 8  0      0 10749536 1087176 8279352    0    0     0    48 18906 28035 41  6 53  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   472 20226 51185 27  9 64  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   320 15474 26502 15  4 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   440 18038 34346 15  7 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    32 16671 29388 19  6 75  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   288 16468 29935 17  5 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   104 17310 29608 22  5 73  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  7152 20152 42291 19 12 70  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2340 21762 32896 43  6 50  0  0
19  0      0 10749536 1087176 8279352    0    0     0    32 17580 30386 26  6 68  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   468 23691 40675 27  9 64  0  0
 9  0      0 10749536 1087176 8279352    0    0     0    20 22900 36988 19  6 74  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   404 25612 53160 27  9 64  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   596 28167 46696 20  8 72  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   248 24109 38528 21  8 71  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   112 31082 32067 19 10 71  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   296 24813 39384 20  9 71  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1012 22473 34036 19  6 75  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  2112 28553 34829 48  7 45  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   456 22927 34652 17  6 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
