# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -u -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:10:44 AM 174209043         -   1117362    3.00    0.00    0.00    4.00    3.00     8  |__app_linux_amd64
02:10:44 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:45 AM 174209043   1101786         -    6.00    3.00    0.00    0.00    9.00     8  app_linux_amd64
02:10:45 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:45 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     9  |__app_linux_amd64
02:10:45 AM 174209043         -   1101789    1.00    0.00    0.00    0.00    1.00     1  |__app_linux_amd64
02:10:45 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:10:45 AM 174209043         -   1101792    0.00    1.00    0.00    2.00    1.00     7  |__app_linux_amd64
02:10:45 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:45 AM 174209043         -   1108706    3.00    0.00    0.00    0.00    3.00     9  |__app_linux_amd64
02:10:45 AM 174209043         -   1109455    2.00    1.00    0.00    0.00    3.00     9  |__app_linux_amd64
02:10:45 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:10:45 AM 174209043         -   1117362    1.00    0.00    0.00    0.00    1.00     3  |__app_linux_amd64
02:10:45 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:46 AM 174209043   1101786         -    5.00    3.00    0.00    0.00    8.00     8  app_linux_amd64
02:10:46 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:46 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00    10  |__app_linux_amd64
02:10:46 AM 174209043         -   1101789    2.00    1.00    0.00    2.00    3.00     4  |__app_linux_amd64
02:10:46 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:10:46 AM 174209043         -   1101792    2.00    1.00    0.00    1.00    3.00    10  |__app_linux_amd64
02:10:46 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:46 AM 174209043         -   1108706    0.00    1.00    0.00    0.00    1.00     6  |__app_linux_amd64
02:10:46 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     7  |__app_linux_amd64
02:10:46 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:10:46 AM 174209043         -   1117362    0.00    0.00    0.00    1.00    0.00     9  |__app_linux_amd64
02:10:46 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:47 AM 174209043   1101786         -    6.00    4.00    0.00    0.00   10.00     8  app_linux_amd64
02:10:47 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:47 AM 174209043         -   1101788    0.00    1.00    0.00    2.00    1.00     4  |__app_linux_amd64
02:10:47 AM 174209043         -   1101789    1.00    0.00    0.00    2.00    1.00     2  |__app_linux_amd64
02:10:47 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:10:47 AM 174209043         -   1101792    0.00    1.00    0.00    3.00    1.00     3  |__app_linux_amd64
02:10:47 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:47 AM 174209043         -   1108706    1.00    0.00    0.00    3.00    1.00     3  |__app_linux_amd64
02:10:47 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     7  |__app_linux_amd64
02:10:47 AM 174209043         -   1110564    2.00    1.00    0.00    1.00    3.00     0  |__app_linux_amd64
02:10:47 AM 174209043         -   1117362    2.00    0.00    0.00    3.00    2.00     3  |__app_linux_amd64
02:10:47 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:48 AM 174209043   1101786         -    4.00    3.00    0.00    0.00    7.00     8  app_linux_amd64
02:10:48 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:48 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:10:48 AM 174209043         -   1101789    0.00    0.00    0.00    1.00    0.00     2  |__app_linux_amd64
02:10:48 AM 174209043         -   1101791    1.00    0.00    0.00    0.00    1.00     7  |__app_linux_amd64
02:10:48 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:10:48 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:48 AM 174209043         -   1108706    0.00    1.00    0.00    1.00    1.00    10  |__app_linux_amd64
02:10:48 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     8  |__app_linux_amd64
02:10:48 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:48 AM 174209043         -   1117362    2.00    0.00    0.00    0.00    2.00     2  |__app_linux_amd64
02:10:48 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:49 AM 174209043   1101786         -    3.00    5.00    0.00    0.00    8.00     8  app_linux_amd64
02:10:49 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:49 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00    10  |__app_linux_amd64
02:10:49 AM 174209043         -   1101789    1.00    1.00    0.00    1.00    2.00     7  |__app_linux_amd64
02:10:49 AM 174209043         -   1101791    2.00    1.00    0.00    0.00    3.00     7  |__app_linux_amd64
02:10:49 AM 174209043         -   1101792    1.00    1.00    0.00    1.00    2.00     6  |__app_linux_amd64
02:10:49 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:49 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:10:49 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     7  |__app_linux_amd64
02:10:49 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:49 AM 174209043         -   1117362    0.00    1.00    0.00    1.00    1.00     2  |__app_linux_amd64
02:10:49 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:50 AM 174209043   1101786         -    8.00    1.00    0.00    0.00    9.00     8  app_linux_amd64
02:10:50 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:50 AM 174209043         -   1101788    1.00    0.00    0.00    2.00    1.00    10  |__app_linux_amd64
02:10:50 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:10:50 AM 174209043         -   1101791    0.00    0.00    0.00    1.00    0.00     6  |__app_linux_amd64
02:10:50 AM 174209043         -   1101792    0.00    1.00    0.00    2.00    1.00     1  |__app_linux_amd64
02:10:50 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:50 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:10:50 AM 174209043         -   1109455    2.00    0.00    0.00    2.00    2.00     5  |__app_linux_amd64
02:10:50 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:50 AM 174209043         -   1117362    4.00    1.00    0.00    3.00    5.00     9  |__app_linux_amd64
02:10:50 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:51 AM 174209043   1101786         -    6.00    2.00    0.00    0.00    8.00     8  app_linux_amd64
02:10:51 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:51 AM 174209043         -   1101788    0.00    0.00    0.00    5.00    0.00     7  |__app_linux_amd64
02:10:51 AM 174209043         -   1101789    1.00    1.00    0.00    1.00    2.00     2  |__app_linux_amd64
02:10:51 AM 174209043         -   1101791    0.00    1.00    0.00    1.00    1.00     7  |__app_linux_amd64
02:10:51 AM 174209043         -   1101792    2.00    0.00    0.00    2.00    2.00     9  |__app_linux_amd64
02:10:51 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:51 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:10:51 AM 174209043         -   1109455    1.00    0.00    0.00    1.00    1.00     0  |__app_linux_amd64
02:10:51 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:51 AM 174209043         -   1117362    2.00    0.00    0.00    3.00    2.00     4  |__app_linux_amd64
02:10:51 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:52 AM 174209043   1101786         -    2.00    4.00    0.00    0.00    6.00     8  app_linux_amd64
02:10:52 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:52 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:52 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:10:52 AM 174209043         -   1101791    1.00    1.00    0.00    1.00    2.00     1  |__app_linux_amd64
02:10:52 AM 174209043         -   1101792    0.00    1.00    0.00    1.00    1.00     7  |__app_linux_amd64
02:10:52 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:52 AM 174209043         -   1108706    2.00    0.00    0.00    0.00    2.00     1  |__app_linux_amd64
02:10:52 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:10:52 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:52 AM 174209043         -   1117362    0.00    1.00    0.00    0.00    1.00    10  |__app_linux_amd64
02:10:52 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:53 AM 174209043   1101786         -    4.00    4.00    0.00    0.00    8.00     8  app_linux_amd64
02:10:53 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:53 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     5  |__app_linux_amd64
02:10:53 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:10:53 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:10:53 AM 174209043         -   1101792    1.00    0.00    0.00    1.00    1.00     1  |__app_linux_amd64
02:10:53 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:53 AM 174209043         -   1108706    0.00    1.00    0.00    0.00    1.00     3  |__app_linux_amd64
02:10:53 AM 174209043         -   1109455    1.00    2.00    0.00    1.00    3.00     1  |__app_linux_amd64
02:10:53 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:53 AM 174209043         -   1117362    1.00    0.00    0.00    1.00    1.00    11  |__app_linux_amd64
02:10:53 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:54 AM 174209043   1101786         -    3.00    4.00    0.00    0.00    7.00     8  app_linux_amd64
02:10:54 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:54 AM 174209043         -   1101788    0.00    1.00    0.00    0.00    1.00    11  |__app_linux_amd64
02:10:54 AM 174209043         -   1101789    0.00    1.00    0.00    0.00    1.00     2  |__app_linux_amd64
02:10:54 AM 174209043         -   1101791    0.00    1.00    0.00    1.00    1.00     4  |__app_linux_amd64
02:10:54 AM 174209043         -   1101792    1.00    0.00    0.00    0.00    1.00     0  |__app_linux_amd64
02:10:54 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:54 AM 174209043         -   1108706    1.00    0.00    0.00    0.00    1.00     2  |__app_linux_amd64
02:10:54 AM 174209043         -   1109455    0.00    1.00    0.00    0.00    1.00     3  |__app_linux_amd64
02:10:54 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:54 AM 174209043         -   1117362    1.00    1.00    0.00    0.00    2.00     8  |__app_linux_amd64
02:10:54 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:55 AM 174209043   1101786         -    3.00    4.00    0.00    0.00    7.00     8  app_linux_amd64
02:10:55 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:55 AM 174209043         -   1101788    0.00    0.00    0.00    3.00    0.00     6  |__app_linux_amd64
02:10:55 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:10:55 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:55 AM 174209043         -   1101792    2.00    0.00    0.00    2.00    2.00     4  |__app_linux_amd64
02:10:55 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:55 AM 174209043         -   1108706    0.00    1.00    0.00    1.00    1.00     0  |__app_linux_amd64
02:10:55 AM 174209043         -   1109455    0.00    1.00    0.00    2.00    1.00     5  |__app_linux_amd64
02:10:55 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:55 AM 174209043         -   1117362    0.00    1.00    0.00    1.00    1.00     9  |__app_linux_amd64
02:10:55 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:56 AM 174209043   1101786         -    7.00    4.00    0.00    0.00   11.00     8  app_linux_amd64
02:10:56 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:56 AM 174209043         -   1101788    0.00    0.00    0.00    2.00    0.00     8  |__app_linux_amd64
02:10:56 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:10:56 AM 174209043         -   1101791    2.00    1.00    0.00    2.00    3.00     5  |__app_linux_amd64
02:10:56 AM 174209043         -   1101792    4.00    1.00    0.00    3.00    5.00     5  |__app_linux_amd64
02:10:56 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:56 AM 174209043         -   1108706    0.00    1.00    0.00    1.00    1.00     5  |__app_linux_amd64
02:10:56 AM 174209043         -   1109455    2.00    1.00    0.00    2.00    3.00     7  |__app_linux_amd64
02:10:56 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:56 AM 174209043         -   1117362    0.00    2.00    0.00    2.00    2.00     6  |__app_linux_amd64
02:10:56 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:57 AM 174209043   1101786         -    5.00    2.00    0.00    0.00    7.00     8  app_linux_amd64
02:10:57 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:57 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     4  |__app_linux_amd64
02:10:57 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:57 AM 174209043         -   1101791    0.00    0.00    0.00    1.00    0.00     5  |__app_linux_amd64
02:10:57 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:10:57 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:57 AM 174209043         -   1108706    1.00    0.00    0.00    1.00    1.00     4  |__app_linux_amd64
02:10:57 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:57 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:57 AM 174209043         -   1117362    3.00    0.00    0.00    0.00    3.00     6  |__app_linux_amd64
02:10:57 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:58 AM 174209043   1101786         -    7.00    2.00    0.00    0.00    9.00     8  app_linux_amd64
02:10:58 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:58 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00    11  |__app_linux_amd64
02:10:58 AM 174209043         -   1101789    2.00    1.00    0.00    0.00    3.00    10  |__app_linux_amd64
02:10:58 AM 174209043         -   1101791    3.00    0.00    0.00    0.00    3.00     0  |__app_linux_amd64
02:10:58 AM 174209043         -   1101792    1.00    0.00    0.00    1.00    1.00     3  |__app_linux_amd64
02:10:58 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:58 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:10:58 AM 174209043         -   1109455    0.00    1.00    0.00    0.00    1.00     2  |__app_linux_amd64
02:10:58 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:58 AM 174209043         -   1117362    1.00    0.00    0.00    1.00    1.00     6  |__app_linux_amd64
02:10:58 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:59 AM 174209043   1101786         -    6.00    2.00    0.00    0.00    8.00     8  app_linux_amd64
02:10:59 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:10:59 AM 174209043         -   1101788    0.00    1.00    0.00    2.00    1.00     4  |__app_linux_amd64
02:10:59 AM 174209043         -   1101789    1.00    1.00    0.00    3.00    2.00    11  |__app_linux_amd64
02:10:59 AM 174209043         -   1101791    1.00    1.00    0.00    1.00    2.00     4  |__app_linux_amd64
02:10:59 AM 174209043         -   1101792    1.00    0.00    0.00    0.00    1.00     1  |__app_linux_amd64
02:10:59 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:10:59 AM 174209043         -   1108706    1.00    1.00    0.00    0.00    2.00     6  |__app_linux_amd64
02:10:59 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00    10  |__app_linux_amd64
02:10:59 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:10:59 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:10:59 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:00 AM 174209043   1101786         -    5.00    2.00    0.00    0.00    7.00     8  app_linux_amd64
02:11:00 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:00 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:00 AM 174209043         -   1101789    1.00    0.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:11:00 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:11:00 AM 174209043         -   1101792    3.00    1.00    0.00    1.00    4.00     7  |__app_linux_amd64
02:11:00 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:11:00 AM 174209043         -   1108706    2.00    0.00    0.00    0.00    2.00     1  |__app_linux_amd64
02:11:00 AM 174209043         -   1109455    0.00    1.00    0.00    0.00    1.00     8  |__app_linux_amd64
02:11:00 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:00 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:00 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:01 AM 174209043   1101786         -    6.00    3.00    0.00    0.00    9.00     8  app_linux_amd64
02:11:01 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:01 AM 174209043         -   1101788    1.00    0.00    0.00    3.00    1.00     8  |__app_linux_amd64
02:11:01 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:11:01 AM 174209043         -   1101791    0.00    1.00    0.00    0.00    1.00    11  |__app_linux_amd64
02:11:01 AM 174209043         -   1101792    2.00    0.00    0.00    2.00    2.00     5  |__app_linux_amd64
02:11:01 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:11:01 AM 174209043         -   1108706    1.00    0.00    0.00    3.00    1.00    10  |__app_linux_amd64
02:11:01 AM 174209043         -   1109455    3.00    1.00    0.00    3.00    4.00     1  |__app_linux_amd64
02:11:01 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:01 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:01 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:02 AM 174209043   1101786         -    5.00    3.00    0.00    0.00    8.00     8  app_linux_amd64
02:11:02 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:02 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:11:02 AM 174209043         -   1101789    1.00    1.00    0.00    1.00    2.00     3  |__app_linux_amd64
02:11:02 AM 174209043         -   1101791    1.00    0.00    0.00    1.00    1.00     3  |__app_linux_amd64
02:11:02 AM 174209043         -   1101792    2.00    1.00    0.00    2.00    3.00     3  |__app_linux_amd64
02:11:02 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:11:02 AM 174209043         -   1108706    1.00    0.00    0.00    1.00    1.00     3  |__app_linux_amd64
02:11:02 AM 174209043         -   1109455    0.00    1.00    0.00    0.00    1.00     3  |__app_linux_amd64
02:11:02 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:02 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:02 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:03 AM 174209043   1101786         -    6.00    1.00    0.00    0.00    7.00     8  app_linux_amd64
02:11:03 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:03 AM 174209043         -   1101788    0.00    1.00    0.00    2.00    1.00     8  |__app_linux_amd64
02:11:03 AM 174209043         -   1101789    2.00    0.00    0.00    1.00    2.00     5  |__app_linux_amd64
02:11:03 AM 174209043         -   1101791    0.00    0.00    0.00    1.00    0.00     7  |__app_linux_amd64
02:11:03 AM 174209043         -   1101792    2.00    1.00    0.00    5.00    3.00     7  |__app_linux_amd64
02:11:03 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:11:03 AM 174209043         -   1108706    1.00    0.00    0.00    3.00    1.00     7  |__app_linux_amd64
02:11:03 AM 174209043         -   1109455    0.00    0.00    0.00    2.00    0.00     7  |__app_linux_amd64
02:11:03 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:03 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:03 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:04 AM 174209043   1101786         -    4.00    5.00    0.00    0.00    9.00     8  app_linux_amd64
02:11:04 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:04 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     4  |__app_linux_amd64
02:11:04 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:11:04 AM 174209043         -   1101791    1.00    1.00    0.00    1.00    2.00     5  |__app_linux_amd64
02:11:04 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:04 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:11:04 AM 174209043         -   1108706    0.00    1.00    0.00    1.00    1.00     7  |__app_linux_amd64
02:11:04 AM 174209043         -   1109455    2.00    2.00    0.00    3.00    4.00     6  |__app_linux_amd64
02:11:04 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:04 AM 174209043         -   1117362    0.00    1.00    0.00    0.00    1.00     6  |__app_linux_amd64
02:11:04 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:05 AM 174209043   1101786         -    4.00    3.00    0.00    0.00    7.00     8  app_linux_amd64
02:11:05 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:05 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     0  |__app_linux_amd64
02:11:05 AM 174209043         -   1101789    1.00    1.00    0.00    0.00    2.00    10  |__app_linux_amd64
02:11:05 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:11:05 AM 174209043         -   1101792    1.00    1.00    0.00    2.00    2.00     5  |__app_linux_amd64
02:11:05 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:11:05 AM 174209043         -   1108706    2.00    0.00    0.00    1.00    2.00     6  |__app_linux_amd64
02:11:05 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00     6  |__app_linux_amd64
02:11:05 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:05 AM 174209043         -   1117362    1.00    1.00    0.00    2.00    2.00     4  |__app_linux_amd64
02:11:05 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:06 AM 174209043   1101786         -    4.00    3.00    0.00    0.00    7.00     8  app_linux_amd64
02:11:06 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:11:06 AM 174209043         -   1101788    0.00    0.00    0.00    2.00    0.00    10  |__app_linux_amd64
02:11:06 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:11:06 AM 174209043         -   1101791    1.00    1.00    0.00    1.00    2.00    11  |__app_linux_amd64
02:11:06 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:11:06 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:11:06 AM 174209043         -   1108706    3.00    1.00    0.00    1.00    4.00     0  |__app_linux_amd64
02:11:06 AM 174209043         -   1109455    0.00    0.00    0.00    1.00    0.00     3  |__app_linux_amd64
02:11:06 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:06 AM 174209043         -   1117362    1.00    0.00    0.00    1.00    1.00     6  |__app_linux_amd64
02:11:06 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:11:07 AM 174209043   1101786         -    6.00    4.00    0.00    0.00   10.00     8  app_linux_amd64
