# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -w -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID   cswch/s nvcswch/s  Command
02:05:29 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1101788    149.00      1.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1101789    225.00     20.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1101791    211.00     11.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1101792    203.00      5.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1108706      2.00      0.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1110564    184.00     17.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:29 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:30 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:30 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1101788    305.00      2.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1101789    161.00     10.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1101791    145.00     16.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1101792    192.00     10.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1108706    200.00      6.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1110564    284.00     19.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:30 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:31 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:31 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1101788    298.00      7.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1101789    119.00     13.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1101791    122.00      2.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1101792    241.00      3.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1108706    254.00      3.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1110564    336.00      6.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1117362      3.00      0.00  |__app_linux_amd64
02:05:31 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:32 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:32 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1101788    246.00      3.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1101789    115.00      0.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1101791     82.00      1.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1101792    265.00      2.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1108706    143.00     13.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1110564    270.00      1.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1117362    173.00      2.00  |__app_linux_amd64
02:05:32 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:33 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:33 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1101788    309.00      1.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1101789      1.00      0.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1101791    344.00     15.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1101792     89.00      5.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1108706    342.00     15.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1109455      1.00      0.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1110564     94.00      0.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1117362    238.00     33.00  |__app_linux_amd64
02:05:33 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:34 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:34 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1101788    297.00      3.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1101791    251.00     12.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1101792    175.00     13.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1108706    347.00     17.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1110564     73.00      1.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1117362    194.00      9.00  |__app_linux_amd64
02:05:34 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:35 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:35 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1101788    257.00      3.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1101791    251.00      6.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1101792    297.00     10.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1108706    267.00     14.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1110564    181.00     18.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:35 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:36 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:36 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1101788    163.00      2.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1101791     14.00      0.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1101792    457.00      7.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1108706    237.00      9.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1109455     40.00      1.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1110564    258.00     15.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1117362      1.00      0.00  |__app_linux_amd64
02:05:36 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:37 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:37 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1101788    166.00      0.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1101791    119.00      2.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1101792    271.00     11.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1108706    120.00      4.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1109455    141.00     21.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1110564    303.00     18.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1117362     36.00      0.00  |__app_linux_amd64
02:05:37 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:38 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:38 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:38 AM 174209043         -   1101788     87.13      0.00  |__app_linux_amd64
02:05:38 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:38 AM 174209043         -   1101791    254.46     20.79  |__app_linux_amd64
02:05:38 AM 174209043         -   1101792     84.16      2.97  |__app_linux_amd64
02:05:38 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:38 AM 174209043         -   1108706    245.54      6.93  |__app_linux_amd64
02:05:38 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:38 AM 174209043         -   1110564    229.70     17.82  |__app_linux_amd64
02:05:38 AM 174209043         -   1117362    218.81      6.93  |__app_linux_amd64
02:05:38 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:39 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:39 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1101788    270.00      1.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1101791    127.00      2.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1101792    318.00     13.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1108706     95.00      8.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1110564    282.00     18.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1117362    192.00     11.00  |__app_linux_amd64
02:05:39 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:40 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:40 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1101788    268.00      1.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1101792    201.00     20.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1108706    112.00      3.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1109455    108.00      6.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1110564    328.00     13.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1117362    236.00     18.00  |__app_linux_amd64
02:05:40 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:41 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:41 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1101788    362.00      3.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1101791     88.00      6.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1101792    291.00      6.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1108706    155.00     21.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1109455    209.00      4.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1110564    319.00     48.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:41 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:42 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:42 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1101788    380.00      0.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1101791    167.00     12.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1101792    193.00     19.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1108706    293.00     14.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1109455    111.00      6.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1110564    279.00     10.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1117362      1.00      0.00  |__app_linux_amd64
02:05:42 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:43 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:43 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1101788    561.00      2.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1101791     35.00      1.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1101792    334.00     24.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1108706    243.00     12.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1109455    143.00     14.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1110564    236.00     16.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:43 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:44 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:44 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:44 AM 174209043         -   1101788    576.00      1.00  |__app_linux_amd64
02:05:44 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:44 AM 174209043         -   1101791    270.00     15.00  |__app_linux_amd64
02:05:44 AM 174209043         -   1101792    172.00     28.00  |__app_linux_amd64
