# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -w -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID   cswch/s nvcswch/s  Command
02:12:19 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1101792    331.00     27.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1108706    294.00      0.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1109455    349.00      9.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1110564    153.00      2.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1117362    278.00      2.00  |__app_linux_amd64
02:12:19 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:20 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:20 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1101788    335.00      4.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1101791    228.00      5.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1101792    218.00      0.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1108706    279.00     10.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1109455    265.00     29.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1110564     77.00      0.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1117362    237.00     17.00  |__app_linux_amd64
02:12:20 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:21 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:21 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1101788    152.00      0.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1101791    213.00      5.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1101792    244.00      2.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1108706    301.00     14.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1109455    164.00      7.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1110564     83.00      0.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1117362    261.00     10.00  |__app_linux_amd64
02:12:21 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:22 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:22 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1101788    398.00      2.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1101791    364.00     10.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1101792    232.00      5.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1108706    338.00     14.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1109455      1.00      0.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1110564     64.00      3.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1117362    319.00     12.00  |__app_linux_amd64
02:12:22 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:23 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:23 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1101788    335.00      4.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1101791    192.00      3.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1101792    151.00      0.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1108706    170.00      0.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1109455    262.00      0.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1110564    291.00      4.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1117362    365.00      2.00  |__app_linux_amd64
02:12:23 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:24 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:24 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1101788    520.00      2.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1101791    299.00     14.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1101792    206.00      8.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1108706    135.00      3.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1109455    247.00      3.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1110564    231.00      5.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1117362    105.00      2.00  |__app_linux_amd64
02:12:24 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:25 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:25 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1101788    492.00      5.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1101791    105.00      9.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1101792    278.00      4.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1108706    259.00      9.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1109455    258.00     20.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1110564    318.00     11.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1117362    142.00      1.00  |__app_linux_amd64
02:12:25 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:26 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:26 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1101788    612.00      1.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1101789     19.00      4.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1101791    235.00     11.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1101792    291.00     21.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1108706    194.00      9.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1109455    168.00     71.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1110564    267.00      7.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1117362    181.00      2.00  |__app_linux_amd64
02:12:26 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:27 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:27 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1101788    303.00      2.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1101789    247.00      7.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1101791      4.00      0.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1101792    300.00      6.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1108706    288.00      1.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1109455    181.00      3.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1110564    195.00      0.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1117362     34.00      0.00  |__app_linux_amd64
02:12:27 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:28 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:28 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1101788    229.00      3.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1101789    305.00     34.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1101792    284.00      4.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1108706    263.00      2.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1109455    129.00      1.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1110564     66.00      2.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1117362    257.00      6.00  |__app_linux_amd64
02:12:28 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:29 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:29 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1101788    516.00      1.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1101789    292.00      7.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1101792    232.00     24.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1108706    247.00     18.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1109455    277.00      8.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1110564      0.00      0.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1117362    257.00     12.00  |__app_linux_amd64
02:12:29 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:30 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:30 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1101788    415.00      3.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1101789    176.00     15.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1101792    276.00     22.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1108706    266.00      8.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1109455    179.00     47.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1110564      0.00      0.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1117362    359.00      9.00  |__app_linux_amd64
02:12:30 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:31 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:31 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1101788    159.00      1.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1101789    181.00     15.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1101792    176.00     13.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1108706    237.00      5.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1109455    265.00     21.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1110564    103.00      1.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1117362    272.00     18.00  |__app_linux_amd64
02:12:31 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:32 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:32 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1101788    283.00      1.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1101789    312.00      6.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1101792    330.00     11.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1108706    270.00      3.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1109455    261.00      7.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1110564    188.00      3.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:12:32 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:33 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:33 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1101788    271.00      0.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1101789    163.00      2.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1101792    299.00      9.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1108706    150.00      3.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1109455    251.00     10.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1110564    268.00      1.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1117362    169.00      5.00  |__app_linux_amd64
02:12:33 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:34 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:34 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1101788    486.00      2.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1101789     48.00      2.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1101791     25.00      1.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1101792     69.00      1.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1108706    317.00     10.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1109455    288.00     19.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1110564    261.00     13.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1117362    312.00     12.00  |__app_linux_amd64
02:12:34 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:35 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:35 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1101788    344.00      5.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1101789    210.00     13.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1101791    300.00     18.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1108706    179.00     24.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1109455    236.00     25.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1110564    169.00     23.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:12:35 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:36 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:36 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1101788    233.00      1.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1101789    306.00      4.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1101791    364.00     11.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1101792     34.00      0.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1108706     50.00      0.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1109455    252.00      4.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1110564    241.00      8.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1117362    102.00      2.00  |__app_linux_amd64
02:12:36 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:37 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:37 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1101788    155.00      0.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1101789      9.00      0.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1101791    274.00      7.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1101792    250.00     14.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1109455    200.00      7.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1110564    293.00     12.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1117362    111.00      1.00  |__app_linux_amd64
02:12:37 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:38 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:38 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1101788    224.00      3.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1101789    243.00      1.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1101791     84.00      2.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1101792    316.00     12.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1109455    277.00      3.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1110564    220.00      4.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1117362    298.00     12.00  |__app_linux_amd64
02:12:38 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:39 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:39 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1101788    462.00      8.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1101789    238.00     15.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1101791    218.00      3.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1101792    258.00     13.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1109455    194.00      9.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1110564      0.00      0.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1117362    304.00     18.00  |__app_linux_amd64
02:12:39 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:40 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1101788    298.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1101789    101.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1101791    301.00      6.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1101792    208.00      2.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1109455    231.00      1.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1110564     82.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1117362    162.00      0.00  |__app_linux_amd64
02:12:40 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:41 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:41 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1101788    326.00      4.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1101789    101.00      5.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1101791    297.00     15.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1101792    187.00     18.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1108706     86.00      4.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1109455    262.00      8.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1110564    289.00      4.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1117362    116.00      5.00  |__app_linux_amd64
02:12:41 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:42 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:42 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1101788    292.00      2.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1101791    248.00      5.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1101792    301.00     38.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1108706    235.00     16.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1109455    202.00      3.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1110564    201.00      3.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1117362     82.00      1.00  |__app_linux_amd64
02:12:42 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:43 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:43 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1101788    302.00      3.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1101791    298.00     68.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1101792    249.00     32.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1108706      8.00      0.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1109455    188.00     66.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1110564    213.00     14.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1117362     42.00      1.00  |__app_linux_amd64
02:12:43 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:44 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:44 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1101788    266.00      1.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1101791    231.00     15.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1108706    296.00      3.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1109455    291.00     11.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1110564    325.00     10.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1117362    307.00     27.00  |__app_linux_amd64
02:12:44 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:45 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:45 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1101788    169.00      0.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1101791    211.00      5.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1101792     51.00      0.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1108706      9.00      1.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1109455    362.00     10.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1110564    276.00      8.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1117362    304.00     13.00  |__app_linux_amd64
02:12:45 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:46 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:46 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1101788    364.00      4.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1101791    268.00     15.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1101792    266.00     12.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1108706    324.00     26.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1109455     46.00      0.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1110564    224.00     77.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1117362     23.00      0.00  |__app_linux_amd64
02:12:46 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:47 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:47 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1101788    324.00      0.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1101791    247.00     15.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1101792    185.00      4.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1108706    213.00     30.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1109455      1.00      0.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1110564    214.00      7.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1117362    356.00     31.00  |__app_linux_amd64
02:12:47 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:48 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:48 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1101788    413.00      1.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1101791     86.00      0.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1101792    215.00      8.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1108706    242.00     15.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1110564    299.00     33.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1117362    301.00     18.00  |__app_linux_amd64
02:12:48 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:49 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:49 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1101788    387.00      1.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1101789    230.00     17.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1101791    198.00      6.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1101792      1.00      0.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1108706    219.00      4.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1109455    184.00      0.00  |__app_linux_amd64
